occupation_d,Productividad,Preparación para el trabajo y desplazamiento en el lugar de trabajo,Trabajo en el lugar de trabajo,Tiempo personal y familiar en el lugar de trabajo,Responsabilidades de cuidado y domésticas en el lugar de trabajo,Preparación para el trabajo y desplazamiento en el trabajo remoto,Trabajo en el trabajo remoto,Tiempo personal y familiar en el trabajo remoto,Responsabilidades de cuidado y domésticas en el trabajo remoto
"Design, Engineering, Science and Transport Professionals",50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Personal Assistants and Secretaries,40,3.0,8.0,2.0,0.5,0.0,8.0,5.0,2.0
Education Professionals,0,1.0,7.0,2.0,1.0,0.0,7.0,3.0,2.0
ICT Professionals,50,2.0,8.0,10.0,4.0,0.5,12.0,10.0,1.5
"Business, Human Resource and Marketing Professionals",40,3.0,7.0,7.0,7.0,2.0,7.0,8.0,7.0
Specialist Managers,20,2.0,5.0,2.0,0.0,2.0,5.0,2.0,0.0
Education Professionals,0,1.0,7.0,12.0,4.0,0.5,7.0,14.0,2.5
ICT Professionals,0,2.0,8.0,3.0,0.5,0.0,8.0,5.0,0.5
Specialist Managers,50,2.5,8.0,4.0,6.0,0.25,8.5,6.0,6.0
"Chief Executives, General Managers and Legislators",30,1.0,8.0,2.0,0.0,1.0,8.0,3.0,0.0
Clerical and Office Support ,50,1.0,7.5,2.0,1.0,0.0,7.5,2.0,2.0
Specialist Managers,30,2.0,9.0,5.0,0.0,0.0,9.0,5.0,0.0
Sales Support ,30,1.0,10.0,3.0,1.0,0.0,10.0,4.0,3.0
Cleaners and Laundry ,50,1.0,7.0,3.0,0.0,1.0,7.0,3.0,0.0
"Chief Executives, General Managers and Legislators",30,2.0,6.0,3.0,4.0,3.0,6.0,1.0,1.0
"Chief Executives, General Managers and Legislators",-20,1.0,9.0,4.0,2.0,0.0,8.0,5.0,2.0
Office Managers and Program Administrators,-50,2.0,8.0,2.0,4.0,0.0,6.0,6.0,6.0
"Design, Engineering, Science and Transport Professionals",-20,2.0,8.0,3.0,11.0,2.0,9.0,2.0,11.0
Office Managers and Program Administrators,0,0.5,7.0,8.0,1.0,1.0,7.0,8.0,8.0
"Chief Executives, General Managers and Legislators",20,3.0,8.0,1.0,2.0,1.0,9.0,2.0,2.0
Specialist Managers,30,1.5,7.0,10.0,5.5,2.0,12.0,6.0,4.0
"Business, Human Resource and Marketing Professionals",30,12.0,12.0,0.0,0.0,12.0,10.0,2.0,0.0
Other Clerical and Administrative ,0,2.0,6.0,4.0,2.0,2.0,6.0,4.0,2.0
"Chief Executives, General Managers and Legislators",0,2.0,6.0,2.0,3.0,1.0,10.0,3.0,1.0
"Engineering, ICT and Science Technicians",10,2.0,7.0,2.0,2.0,0.0,11.0,2.0,2.0
"Chief Executives, General Managers and Legislators",-50,1.0,10.0,6.0,7.0,0.0,12.0,4.0,8.0
"Business, Human Resource and Marketing Professionals",-30,2.0,7.0,12.0,3.0,4.0,8.0,9.0,3.0
"Chief Executives, General Managers and Legislators",10,3.0,9.0,3.0,2.0,0.5,8.0,4.0,3.0
ICT Professionals,30,2.0,8.0,10.0,3.0,2.0,8.0,10.0,3.0
"Chief Executives, General Managers and Legislators",30,0.5,8.0,7.0,4.0,0.5,8.0,7.0,4.0
Personal Assistants and Secretaries,50,1.0,7.0,2.0,1.0,2.0,7.0,1.0,1.0
Sales Representatives and Agents,-10,1.0,8.0,1.0,3.0,0.0,9.0,0.5,2.0
Other Technicians and Trades ,30,2.0,9.0,3.0,1.0,0.5,9.0,4.0,2.0
Health and Welfare Support ,30,3.0,8.0,10.0,3.0,1.0,8.0,10.0,5.0
Specialist Managers,10,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0
"Business, Human Resource and Marketing Professionals",-20,2.0,8.0,7.0,7.0,0.0,7.0,9.0,8.0
Clerical and Office Support ,0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0
"Legal, Social and Welfare Professionals",20,1.5,8.0,3.0,2.0,0.5,8.0,4.0,2.0
"Hospitality, Retail and Service Managers",-10,1.0,8.0,7.0,0.5,0.0,7.5,8.5,0.5
"Chief Executives, General Managers and Legislators",-10,1.0,6.0,3.0,2.0,0.2,6.0,4.0,2.0
Sales Assistants and Salespersons,0,1.0,20.0,0.5,0.0,1.0,20.0,0.5,0.0
Specialist Managers,40,2.0,8.0,2.0,3.0,0.0,10.0,3.0,2.0
Sales Representatives and Agents,-10,3.0,7.0,0.5,0.0,0.5,6.0,1.0,0.5
Arts and Media Professionals,30,1.0,8.0,4.0,1.0,0.5,9.0,5.0,2.0
"Design, Engineering, Science and Transport Professionals",20,1.0,8.0,0.0,2.0,0.0,6.0,2.0,3.0
Education Professionals,50,5.0,5.0,5.0,9.0,5.0,5.0,5.0,9.0
"Chief Executives, General Managers and Legislators",0,1.0,10.0,4.0,1.0,0.0,10.0,5.0,1.0
Electrotechnology and Telecommunications Trades ,-20,2.5,8.0,2.0,2.0,0.5,8.0,2.0,2.0
"Business, Human Resource and Marketing Professionals",0,1.0,7.0,10.0,5.0,1.0,7.0,10.0,5.0
Education Professionals,0,1.5,8.0,5.0,1.5,0.5,8.0,6.0,1.5
Other Technicians and Trades ,50,0.5,6.0,3.0,2.0,0.5,6.0,4.0,3.0
"Design, Engineering, Science and Transport Professionals",30,2.0,8.0,6.0,2.0,0.0,9.0,4.0,4.0
Specialist Managers,20,2.0,20.0,2.0,0.0,2.0,20.0,2.0,0.0
Automotive and Engineering Trades ,40,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0
Specialist Managers,0,1.0,10.0,2.0,3.0,0.0,10.0,3.0,3.0
"Chief Executives, General Managers and Legislators",50,2.0,7.0,2.0,1.0,2.0,8.0,3.0,2.0
Other Labourers,0,0.1,2.0,0.0,0.5,0.1,2.0,0.0,0.5
Specialist Managers,50,1.0,8.0,4.0,1.0,1.0,8.0,4.0,1.0
Electrotechnology and Telecommunications Trades ,30,6.0,6.0,2.0,10.0,5.0,8.0,8.0,3.0
"Chief Executives, General Managers and Legislators",0,2.0,8.0,2.0,2.0,0.5,8.0,3.0,3.0
Other Clerical and Administrative ,0,3.0,8.0,1.0,3.0,0.0,8.0,4.0,3.0
"Business, Human Resource and Marketing Professionals",0,0.6,10.0,8.0,1.0,0.6,12.0,6.0,0.5
Health and Welfare Support ,50,3.0,7.0,8.0,6.0,0.0,6.0,12.0,6.0
Sales Representatives and Agents,-30,2.0,10.0,2.0,4.0,2.0,8.0,2.0,1.0
Specialist Managers,20,0.5,6.0,3.0,3.0,1.0,6.0,5.0,3.0
"Chief Executives, General Managers and Legislators",50,2.0,6.0,12.0,4.0,2.0,8.0,10.0,4.0
Specialist Managers,10,2.0,9.0,8.0,5.0,0.5,9.5,8.0,6.0
Health Professionals,50,2.0,8.0,4.0,3.0,0.0,8.0,2.0,0.0
"Legal, Social and Welfare Professionals",-20,2.0,6.0,5.0,1.0,0.5,8.0,4.0,2.0
Specialist Managers,0,1.5,6.5,0.5,0.5,0.5,7.0,0.5,1.0
Specialist Managers,-30,0.5,8.0,3.0,2.0,0.0,10.0,5.0,3.0
Sales Support ,0,0.75,7.5,2.0,0.0,0.5,7.0,3.0,0.0
Carers and Aides,50,6.0,4.0,0.5,1.0,4.0,6.0,0.5,1.0
Arts and Media Professionals,20,2.0,8.0,8.0,6.0,1.0,8.0,5.0,10.0
"Chief Executives, General Managers and Legislators",0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0
"Business, Human Resource and Marketing Professionals",-10,4.0,7.0,9.0,4.0,1.0,7.0,12.0,4.0
ICT Professionals,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Office Managers and Program Administrators,0,0.75,8.0,6.0,3.0,0.0,10.0,2.0,6.0
"Chief Executives, General Managers and Legislators",0,1.0,3.0,18.0,2.0,1.0,3.0,18.0,2.0
Personal Assistants and Secretaries,50,1.0,5.0,4.0,1.0,0.0,5.0,6.0,1.0
"Chief Executives, General Managers and Legislators",30,2.0,7.0,5.0,2.0,1.0,9.0,5.0,2.0
Education Professionals,0,3.0,6.0,5.0,3.0,2.0,6.0,5.0,3.0
Hospitality ,0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0
General Clerical ,0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0
"Design, Engineering, Science and Transport Professionals",0,2.0,8.0,13.0,1.0,0.5,8.0,14.5,1.0
"Chief Executives, General Managers and Legislators",20,4.0,7.5,0.0,1.0,0.0,12.0,1.0,2.0
Health and Welfare Support ,-10,0.5,7.0,5.0,1.0,0.0,7.0,8.0,2.0
"Design, Engineering, Science and Transport Professionals",0,1.0,8.0,3.0,1.0,0.0,8.0,4.0,3.0
Sales Assistants and Salespersons,0,2.0,8.0,5.0,2.0,2.0,9.0,11.0,2.0
"Business, Human Resource and Marketing Professionals",10,5.0,8.0,7.0,4.0,0.0,8.0,9.0,7.0
General Clerical ,-30,2.0,8.0,5.0,2.0,2.0,8.0,3.0,3.0
"Legal, Social and Welfare Professionals",50,0.5,5.0,1.0,1.0,0.0,8.0,2.0,1.0
Automotive and Engineering Trades ,40,2.0,5.0,7.0,2.0,1.0,8.0,3.0,1.0
Electrotechnology and Telecommunications Trades ,-10,1.0,8.0,2.0,1.0,0.0,8.0,3.0,2.0
Farmers and Farm Managers,-30,3.0,6.0,5.0,10.0,5.0,3.0,9.0,7.0
"Legal, Social and Welfare Professionals",50,2.0,5.0,8.0,1.0,1.0,5.0,8.0,2.0
Numerical Clerks,-10,2.0,7.0,5.0,1.5,0.5,7.5,6.0,2.0
"Chief Executives, General Managers and Legislators",-10,8.0,8.0,4.0,2.0,8.0,5.0,6.0,2.0
Arts and Media Professionals,10,3.0,8.0,3.0,4.0,0.5,9.0,3.5,4.0
"Legal, Social and Welfare Professionals",10,1.0,7.5,2.0,1.0,0.0,7.5,4.0,1.0
Specialist Managers,20,2.0,8.0,4.0,2.0,0.5,9.0,4.5,2.0
Health Professionals,40,5.0,12.0,3.0,4.0,5.0,12.0,5.0,2.0
Specialist Managers,-20,1.0,10.0,2.0,4.0,1.0,13.0,1.0,2.0
Specialist Managers,10,5.0,5.0,5.0,5.0,3.0,5.0,8.0,8.0
Sales Representatives and Agents,50,1.0,3.0,5.0,2.0,1.0,4.0,4.0,1.0
"Legal, Social and Welfare Professionals",-10,2.0,8.0,10.0,4.0,0.5,6.5,10.0,7.0
ICT Professionals,50,1.0,8.0,3.0,5.0,1.0,8.0,8.0,3.0
"Hospitality, Retail and Service Managers",0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Hospitality ,30,2.0,8.0,12.0,2.0,5.0,5.0,5.0,9.0
"Chief Executives, General Managers and Legislators",40,2.0,8.0,12.0,2.0,8.0,8.0,4.0,4.0
"Business, Human Resource and Marketing Professionals",20,4.0,8.0,10.0,2.0,2.0,8.0,12.0,2.0
ICT Professionals,10,0.2,8.0,3.0,2.0,0.05,10.0,3.0,0.45
Sales Representatives and Agents,0,2.0,8.0,10.0,4.0,0.5,9.0,10.0,4.5
"Chief Executives, General Managers and Legislators",30,2.0,2.0,5.0,15.0,6.0,5.0,8.0,5.0
Specialist Managers,20,1.5,11.5,10.0,1.0,0.5,12.5,10.0,1.0
Specialist Managers,-10,1.0,7.0,1.0,0.0,0.25,6.0,1.0,0.0
Sales Assistants and Salespersons,-10,2.0,9.0,4.0,1.0,0.5,10.0,4.0,1.0
"Design, Engineering, Science and Transport Professionals",10,1.0,7.5,0.5,2.0,0.5,7.5,0.5,2.0
Clerical and Office Support ,-10,1.5,8.0,4.0,2.0,0.5,8.0,5.0,2.0
ICT Professionals,10,1.0,7.0,4.0,4.0,7.0,0.0,3.0,4.0
"Business, Human Resource and Marketing Professionals",30,2.0,7.0,0.0,0.0,0.0,7.0,1.0,1.0
"Chief Executives, General Managers and Legislators",0,2.0,4.0,4.0,4.0,2.5,5.0,4.0,5.0
Specialist Managers,0,0.5,8.0,4.0,3.0,0.0,8.0,5.0,3.0
"Business, Human Resource and Marketing Professionals",20,2.0,6.0,4.0,2.0,1.0,6.0,5.0,3.0
Automotive and Engineering Trades ,50,1.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0
Office Managers and Program Administrators,0,2.5,7.5,3.0,2.0,0.5,7.0,3.0,2.0
"Legal, Social and Welfare Professionals",20,0.5,8.5,5.0,1.0,0.5,9.0,6.0,1.0
"Chief Executives, General Managers and Legislators",20,4.0,6.0,3.0,1.0,1.0,7.0,4.0,2.0
Education Professionals,30,1.0,9.0,4.0,2.0,0.0,12.0,3.0,2.0
"Engineering, ICT and Science Technicians",0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
ICT Professionals,0,2.0,8.0,5.0,2.0,1.0,6.0,4.0,1.0
ICT Professionals,0,0.5,7.0,0.0,0.0,0.0,8.0,0.0,0.5
Education Professionals,0,1.5,8.5,4.0,2.0,1.0,8.5,2.0,2.0
Office Managers and Program Administrators,0,2.0,8.0,3.0,3.0,1.0,8.0,4.0,3.0
Clerical and Office Support ,30,2.0,8.0,1.0,1.0,0.0,8.0,1.0,1.0
Office Managers and Program Administrators,-30,3.5,8.5,4.0,3.0,0.5,8.5,5.0,4.0
"Chief Executives, General Managers and Legislators",-10,3.0,6.0,2.0,2.0,3.0,8.0,8.0,5.0
Specialist Managers,10,2.0,6.0,3.0,0.0,0.0,9.0,5.0,0.0
Other Technicians and Trades ,40,2.0,7.5,5.0,0.5,0.5,7.5,5.0,1.0
"Chief Executives, General Managers and Legislators",40,2.0,10.0,6.0,6.0,1.0,11.0,5.0,7.0
"Chief Executives, General Managers and Legislators",50,1.0,9.0,7.0,7.0,10.0,2.0,2.0,10.0
"Design, Engineering, Science and Transport Professionals",0,0.15,8.0,8.0,0.0,0.15,8.0,7.0,1.0
ICT Professionals,0,1.0,8.0,0.0,0.0,3.0,4.0,1.0,2.0
"Hospitality, Retail and Service Managers",30,2.0,20.0,2.0,0.0,2.0,20.0,2.0,0.0
Health Professionals,-10,3.0,8.0,7.0,4.0,3.0,8.0,7.0,4.0
Health and Welfare Support ,0,1.0,10.0,12.0,1.0,0.0,9.0,10.0,1.0
Sales Support ,50,3.0,6.0,10.0,5.0,2.0,7.0,9.0,6.0
Other Technicians and Trades ,40,2.5,4.0,4.0,5.0,0.0,4.0,6.0,5.0
Other Clerical and Administrative ,40,1.0,7.0,6.0,5.0,0.0,6.0,7.0,5.0
"Business, Human Resource and Marketing Professionals",20,2.0,8.0,6.0,2.0,0.0,9.5,6.0,3.0
Arts and Media Professionals,0,0.0,7.0,2.0,3.0,0.0,7.0,2.0,3.0
Specialist Managers,0,2.0,7.0,2.0,2.0,0.5,7.0,3.5,2.0
Other Technicians and Trades ,20,3.0,8.0,10.0,3.0,0.5,8.0,12.5,3.0
ICT Professionals,50,0.25,6.0,4.0,2.0,0.0,9.0,2.0,2.0
Mobile Plant Operators,0,0.5,9.0,7.0,7.5,0.5,10.0,6.0,7.5
"Chief Executives, General Managers and Legislators",30,2.0,9.0,3.0,3.0,0.0,10.0,3.0,4.0
"Chief Executives, General Managers and Legislators",0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
ICT Professionals,0,3.0,8.0,2.0,3.0,1.0,8.0,3.0,4.0
"Business, Human Resource and Marketing Professionals",0,1.5,8.0,6.0,1.0,0.66,9.0,6.0,1.0
ICT Professionals,0,1.5,8.0,3.0,2.0,0.5,9.0,3.0,2.0
"Chief Executives, General Managers and Legislators",50,1.0,6.0,3.0,3.0,0.5,6.0,4.0,3.0
"Engineering, ICT and Science Technicians",20,2.0,8.0,4.0,8.0,0.5,6.0,8.0,8.0
Specialist Managers,-10,2.0,6.0,2.0,1.0,2.0,6.0,2.0,1.0
Factory Process ,20,1.0,8.0,5.0,5.0,2.0,10.0,5.0,7.0
Sales Support ,30,1.0,7.0,10.0,6.0,1.0,7.0,10.0,6.0
Specialist Managers,0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,4.0
"Hospitality, Retail and Service Managers",50,6.0,6.0,0.5,0.0,0.25,9.0,2.0,2.0
Specialist Managers,40,1.0,8.0,3.0,3.0,0.0,8.0,5.0,4.0
Farmers and Farm Managers,10,7.0,0.0,2.0,1.0,7.0,2.0,1.0,1.0
"Business, Human Resource and Marketing Professionals",10,2.5,6.5,13.0,2.0,0.0,7.5,14.5,2.0
Machine and Stationary Plant Operators,40,0.0,8.0,12.0,4.0,1.0,8.0,13.0,2.0
Education Professionals,0,10.0,10.0,0.0,4.0,10.0,10.0,4.0,0.0
ICT Professionals,20,3.5,8.0,4.0,1.0,0.0,9.0,6.0,1.0
Specialist Managers,-20,1.0,8.0,1.0,2.0,0.0,7.0,4.0,4.0
"Chief Executives, General Managers and Legislators",40,1.0,9.0,1.0,1.0,0.0,10.0,1.0,1.0
Specialist Managers,30,5.0,8.0,2.0,2.0,0.0,10.0,4.0,3.0
"Design, Engineering, Science and Transport Professionals",20,0.5,7.0,0.0,0.0,0.0,8.0,0.5,0.0
Health Professionals,50,1.0,8.0,4.0,0.0,1.0,8.0,4.0,0.0
"Business, Human Resource and Marketing Professionals",0,2.0,8.0,13.0,1.0,0.0,8.0,14.0,2.0
ICT Professionals,10,1.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
"Business, Human Resource and Marketing Professionals",-20,3.0,7.0,8.0,6.0,3.0,7.0,8.0,6.0
Specialist Managers,30,1.0,8.0,1.0,2.0,0.2,8.0,3.0,4.0
"Engineering, ICT and Science Technicians",-10,0.5,7.0,0.0,0.0,0.0,6.0,1.0,1.0
"Hospitality, Retail and Service Managers",30,1.0,23.0,0.0,0.0,1.0,23.0,0.0,0.0
General Clerical ,50,2.0,9.0,10.0,3.0,0.0,9.0,10.0,5.0
"Business, Human Resource and Marketing Professionals",30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Other Clerical and Administrative ,-10,2.0,8.0,4.0,1.0,0.25,8.0,4.0,2.0
Specialist Managers,20,5.0,7.0,2.0,2.0,0.5,8.0,4.0,2.0
"Business, Human Resource and Marketing Professionals",40,3.5,8.0,4.0,3.0,1.0,8.0,4.0,5.0
"Business, Human Resource and Marketing Professionals",0,0.0,6.0,10.0,8.0,0.0,6.0,10.0,8.0
Specialist Managers,20,1.5,7.5,3.0,1.0,0.5,9.0,4.0,0.5
Specialist Managers,30,1.5,9.0,3.0,0.5,0.25,9.0,4.0,1.0
"Hospitality, Retail and Service Managers",-30,1.0,8.0,5.0,2.0,1.0,8.0,8.0,2.0
Arts and Media Professionals,50,3.0,8.0,8.0,5.0,3.0,8.0,6.0,7.0
Carers and Aides,-20,1.0,7.0,2.0,2.0,0.5,6.0,3.0,2.0
"Hospitality, Retail and Service Managers",30,1.0,11.0,2.0,2.0,0.25,5.0,5.0,5.0
General Clerical ,50,6.0,8.0,1.0,2.0,0.5,9.0,4.0,4.0
General Clerical ,0,0.5,4.0,2.0,2.0,0.5,4.0,2.0,2.0
Sales Representatives and Agents,-50,2.0,7.0,10.0,5.0,0.0,7.0,8.0,9.0
General Clerical ,40,2.0,6.0,5.0,2.0,3.0,6.0,8.0,6.0
Specialist Managers,10,0.0,10.0,3.0,1.0,0.0,10.0,3.0,1.0
Education Professionals,20,1.85,4.5,0.5,2.65,0.3,4.5,1.5,2.2
Clerical and Office Support ,0,1.0,8.0,3.0,1.0,0.0,8.0,2.0,2.0
Personal Assistants and Secretaries,30,1.5,8.0,2.0,1.5,0.5,7.0,1.0,1.0
Clerical and Office Support ,0,0.3,7.5,3.5,1.0,0.0,7.5,3.0,2.0
"Business, Human Resource and Marketing Professionals",30,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
Carers and Aides,50,1.0,5.0,11.0,2.0,1.0,5.0,5.0,5.0
"Business, Human Resource and Marketing Professionals",20,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5
"Business, Human Resource and Marketing Professionals",30,3.5,8.0,3.0,1.5,0.5,9.5,5.0,2.5
Inquiry Clerks and Receptionists,50,1.5,8.0,4.0,2.0,0.75,8.0,6.0,2.0
Sales Assistants and Salespersons,0,1.0,8.0,3.0,3.0,1.0,8.0,5.0,5.0
Arts and Media Professionals,0,2.0,9.0,1.0,1.0,0.0,9.0,3.0,3.0
"Chief Executives, General Managers and Legislators",0,2.5,6.0,5.0,3.0,0.25,7.0,6.0,4.0
Specialist Managers,20,2.0,4.0,2.0,1.0,1.0,7.0,1.0,2.0
ICT Professionals,50,2.0,5.0,1.0,2.0,0.0,5.0,2.0,2.0
Specialist Managers,0,2.0,9.0,4.0,2.0,1.0,6.0,5.0,4.0
Specialist Managers,30,1.0,8.0,4.0,4.0,0.0,4.0,12.0,4.0
"Chief Executives, General Managers and Legislators",50,1.0,12.0,9.0,2.0,1.0,12.0,9.0,2.0
"Chief Executives, General Managers and Legislators",30,1.0,10.0,8.0,5.0,0.5,16.0,5.5,2.0
Specialist Managers,50,3.0,9.0,3.0,1.0,0.0,11.0,3.0,1.0
Clerical and Office Support ,0,2.0,8.0,6.0,2.0,0.5,8.0,7.0,2.0
Clerical and Office Support ,30,1.0,6.5,0.5,0.0,0.25,8.0,0.5,1.0
"Business, Human Resource and Marketing Professionals",0,1.5,8.0,0.5,0.0,0.5,8.5,1.0,0.0
"Chief Executives, General Managers and Legislators",40,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
Personal Assistants and Secretaries,-10,1.0,7.5,4.0,4.0,0.0,7.0,5.0,4.0
"Chief Executives, General Managers and Legislators",50,1.5,7.0,5.0,2.0,0.0,7.0,5.0,4.0
"Chief Executives, General Managers and Legislators",0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Business, Human Resource and Marketing Professionals",0,2.0,9.0,3.0,1.0,1.0,9.0,3.0,1.0
Education Professionals,0,1.0,4.0,3.0,8.0,1.0,3.0,3.0,8.0
Other Clerical and Administrative ,20,0.25,7.0,5.0,2.0,0.25,8.0,6.0,4.0
Office Managers and Program Administrators,-10,0.5,9.0,6.0,8.5,0.5,10.0,7.0,6.5
"Design, Engineering, Science and Transport Professionals",0,1.0,7.0,3.0,3.0,0.0,7.0,6.0,7.0
"Legal, Social and Welfare Professionals",30,1.5,8.0,4.5,10.0,1.5,8.0,3.0,4.0
"Chief Executives, General Managers and Legislators",-10,2.5,8.0,4.0,1.0,0.0,9.0,6.0,1.0
"Business, Human Resource and Marketing Professionals",50,2.0,6.0,4.0,2.0,1.0,8.0,3.0,3.0
"Business, Human Resource and Marketing Professionals",0,2.0,8.0,2.5,3.0,0.0,9.0,3.0,3.0
Personal Assistants and Secretaries,50,2.0,10.0,2.0,1.0,0.5,12.0,1.0,1.0
"Business, Human Resource and Marketing Professionals",0,2.0,8.0,5.0,0.0,0.5,8.0,6.0,1.0
"Chief Executives, General Managers and Legislators",0,1.0,7.0,5.0,1.0,0.0,7.0,4.0,2.0
"Design, Engineering, Science and Transport Professionals",0,1.0,7.5,2.0,2.0,0.0,8.0,4.0,4.0
ICT Professionals,50,3.0,7.0,2.5,2.5,0.0,10.0,3.0,4.0
Education Professionals,0,2.0,5.0,5.0,5.0,6.0,7.0,2.0,2.0
Education Professionals,-20,2.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0
ICT Professionals,0,1.5,9.5,5.0,1.0,0.1,9.8,6.5,1.0
Health and Welfare Support ,10,0.5,7.0,10.0,0.0,0.0,7.0,12.0,2.0
Mobile Plant Operators,10,0.5,8.0,4.0,2.0,0.5,7.0,3.0,3.0
"Design, Engineering, Science and Transport Professionals",30,3.0,33.0,4.0,4.0,3.0,33.0,4.0,4.0
Farmers and Farm Managers,50,1.0,6.0,10.0,7.0,4.0,6.0,8.0,6.0
Machine and Stationary Plant Operators,20,0.5,6.0,2.0,1.0,0.5,6.0,4.0,1.0
Arts and Media Professionals,0,2.0,8.0,6.0,8.0,1.0,8.0,4.0,6.0
Specialist Managers,-10,3.0,8.0,2.0,2.0,0.0,9.0,4.0,3.0
Specialist Managers,0,2.0,8.0,3.0,3.0,0.5,10.0,2.0,3.5
"Legal, Social and Welfare Professionals",40,2.5,7.0,2.0,3.0,0.5,7.5,4.0,3.0
"Chief Executives, General Managers and Legislators",0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0
Health Professionals,0,3.0,8.0,5.0,1.0,1.0,8.0,5.0,1.0
"Design, Engineering, Science and Transport Professionals",0,1.0,8.0,8.0,7.0,0.5,10.0,6.0,7.5
"Business, Human Resource and Marketing Professionals",0,3.0,8.0,10.0,3.0,0.0,9.0,12.0,3.0
Sales Support ,-10,1.0,6.0,8.0,2.0,0.5,6.0,8.0,2.0
"Design, Engineering, Science and Transport Professionals",10,2.0,8.0,1.0,2.0,1.0,8.0,3.0,2.0
ICT Professionals,0,2.0,8.0,1.0,0.0,0.0,8.0,1.0,0.0
Education Professionals,50,2.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0
Specialist Managers,-20,1.0,8.0,9.0,6.0,0.0,8.0,9.0,7.0
"Legal, Social and Welfare Professionals",-10,1.0,8.0,4.0,1.0,0.5,9.0,5.0,2.0
Specialist Managers,-20,2.0,4.0,1.0,1.0,0.0,6.0,1.0,1.0
"Engineering, ICT and Science Technicians",30,2.0,8.0,10.0,4.0,0.5,8.0,11.5,4.0
Specialist Managers,20,1.0,8.0,3.0,2.0,0.0,8.0,5.0,3.0
Clerical and Office Support ,0,0.0,8.0,3.0,1.5,0.0,8.0,3.0,1.0
General Clerical ,50,2.0,7.0,2.0,6.0,0.0,8.0,8.0,6.0
Clerical and Office Support ,0,0.75,7.0,10.0,6.25,0.0,7.0,10.0,7.0
"Engineering, ICT and Science Technicians",20,2.0,8.0,4.0,6.0,0.0,8.0,8.0,6.0
Education Professionals,-10,2.5,6.5,6.0,5.0,0.0,6.5,8.0,6.0
"Design, Engineering, Science and Transport Professionals",10,1.0,8.0,1.0,1.0,0.0,9.0,0.5,1.0
ICT Professionals,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sports and Personal Service ,50,20.0,60.0,20.0,20.0,20.0,40.0,20.0,20.0
ICT Professionals,0,2.0,7.0,1.0,0.0,0.0,9.0,2.0,0.0
General Clerical ,50,5.0,6.0,3.0,3.0,6.0,7.0,3.0,3.0
ICT Professionals,40,1.0,6.0,2.0,2.0,0.5,5.0,3.0,2.0
Specialist Managers,50,1.5,8.0,3.0,1.0,0.0,8.0,4.0,1.0
"Chief Executives, General Managers and Legislators",30,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5
"Business, Human Resource and Marketing Professionals",50,3.0,8.0,6.0,7.0,3.0,8.0,6.0,7.0
"Business, Human Resource and Marketing Professionals",40,3.0,7.0,7.0,7.0,3.0,8.0,7.0,6.0
Sales Assistants and Salespersons,-10,0.5,9.0,1.0,4.0,0.25,8.0,3.0,3.0
General Clerical ,50,4.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0
Personal Assistants and Secretaries,20,5.0,8.0,2.0,1.0,1.0,9.0,5.0,1.0
General Clerical ,20,0.0,8.0,15.0,1.0,0.0,7.0,13.0,4.0
Specialist Managers,0,0.4,6.0,3.0,4.0,0.0,8.0,4.0,1.0
"Chief Executives, General Managers and Legislators",-10,2.0,8.0,5.0,1.0,0.0,7.0,5.0,2.0
Education Professionals,40,0.5,8.0,6.0,4.0,0.5,9.0,6.0,6.0
Specialist Managers,20,3.0,8.0,5.0,2.0,0.5,8.5,6.0,2.0
"Legal, Social and Welfare Professionals",50,2.0,2.0,6.0,3.0,1.0,2.0,6.0,3.0
"Business, Human Resource and Marketing Professionals",30,2.0,9.0,6.0,5.0,0.5,10.0,5.0,3.0
Specialist Managers,-10,1.0,8.0,2.0,2.0,0.5,7.0,3.0,1.0
Other Clerical and Administrative ,30,2.0,6.0,4.0,2.0,0.5,6.0,4.0,2.0
